u,v,snow
4305375676,4305375676,0
4305375678,4305375681,0
4305375680,4305375681,1
4305375680,4305375681,0
4305375680,4305375680,0
4305375680,4305375680,1
4305375682,4305375685,0
4305375682,4305375685,1
4552464062,4552464063,0
4552464062,4552464067,0
4552464063,4552464067,0
4656610918,8553307646,0
4659430008,5294388527,0
4659430008,12621607721,1
4659430008,12621607721,0
4659430020,4659430021,1
4659484168,4659484169,1
4659650594,4659650595,0
4659650594,9201323748,0
4659650594,9201323748,1
4659802002,4659802003,0
4666695369,4666695370,0
4666695369,4666695373,0
4666695370,4666695371,0
4666695370,4666695371,1
4666695371,4666695372,0
4666699107,4666699107,1
4666699107,4666699107,1
4666805385,4666805386,1
4666836982,4666836983,0
5312830365,5312830365,0
5312830365,5312830365,1
8553307641,8928725042,0
8875463943,10913918351,1
8875463955,8878569472,0
8875463955,8878569472,0
8875464027,10913959485,0
8875464027,10913959485,1
8878372078,8878372107,0
8878372102,8878372107,0
8878372205,8928606814,1
8878569472,9923213653,0
8878569472,9923213653,1
8879992245,9923213653,0
8879992245,8880748693,1
8879992245,8880748693,1
8880029455,9923106749,0
8880029455,8880659924,1
8880659924,8880748700,0
8880659924,8880748700,0
8880731482,8880748700,1
8880748693,8881168673,0
8880748693,8881379186,1
8880748700,8881120342,0
8880865613,8880865613,0
8880865613,8880865613,0
8881120342,9923213640,0
8881120342,8881379186,0
8881120342,8881379186,0
8881168673,9923213640,1
8881168673,8881168704,0
8881168673,8881168704,0
8881168704,9923106749,0
8881168704,8881451949,1
8881181020,8881399023,0
8881181020,8881399023,0
8881181020,8883654944,1
8881399023,8881462340,0
8881451943,8881451949,0
8881451943,8881451949,0
8881451943,8883644593,0
8881451946,8883644593,0
8881451946,8883644593,0
8881451946,8883627619,0
8881451949,8883627619,0
8881462340,8883654944,0
8883545437,8883545495,1
8883545460,8883545495,1
8890411316,8894922063,0
8890411316,8894922063,0
8890420820,8894840542,0
8890420820,8894840690,0
8890420820,8894840690,0
8890420820,8894922063,0
8893413893,8893439046,0
8893413893,8893414033,1
8893413893,8893414033,0
8893413893,8893439047,1
8893414033,8893414034,0
8893439046,8893439047,1
8894840453,8894840703,1
8894840453,8894840703,1
8894840542,8894840544,0
8894840690,8894840703,0
8894840925,8894840937,1
8894840925,8894841090,0
8894840925,8894841090,0
8894840937,8894841090,1
8894840988,8894841012,1
8894840995,8894841012,0
8894841151,10903715457,0
8894841151,8894922101,0
8894841151,8894922101,0
10913918351,10913959485,0
11658947103,11658947103,1
