u,v,snow
305092206,305092270,0
305092206,305092211,1
305092206,305092211,0
305092211,305092270,0
305092271,305092424,1
305092424,632183127,0
305092424,305092556,0
305092424,305092556,0
305092432,369558847,1
305092432,595748276,1
305092432,595748281,0
305092432,595748282,0
305092556,632183303,0
305092556,4502525667,0
305092556,595748314,0
305092556,595748314,1
305777214,305777215,0
305777214,305777215,0
320621114,4502314652,0
320621114,4502327944,0
367127269,595752998,0
367127269,2579044098,0
367127269,2579044098,0
367127269,595752812,0
367127278,595752812,0
367127278,367127331,0
367127278,367127331,1
367127278,595752792,0
367127331,634755116,1
367127331,367127434,0
367127332,367127333,1
367127332,367127336,1
367127332,634755116,0
367127332,595752933,1
367127333,595752923,0
367127333,595752932,0
367127333,367127392,1
367127336,595752799,1
367127336,595752799,0
367127336,595756654,1
367127392,367127436,0
367127392,367127436,0
367127392,595756652,0
367127434,595752799,0
367127434,595752799,1
367127434,596571879,0
367127436,595752922,0
367127436,595756734,0
367127438,595752915,0
367127438,595756731,0
367127438,595756731,1
367127438,595752922,0
367127833,367127835,1
367127833,367127857,1
367127835,367127857,0
367127835,2579030816,0
367127835,2579030816,0
367127951,367128100,0
367127951,367128100,1
367127951,367128064,0
367127951,632503946,1
367127992,367128010,0
367127992,367128010,0
367127992,367128191,0
367127992,367128175,0
367128009,367128094,1
367128009,595748316,0
367128009,367128095,0
367128009,367128095,0
367128010,367128023,1
367128010,367128024,1
367128023,367128065,0
367128023,367128024,0
367128023,367128100,0
367128024,367128095,0
367128032,367128093,0
367128032,367128093,0
367128032,367128064,0
367128032,634751743,0
367128057,367128064,0
367128057,632503946,1
367128057,367128066,1
367128057,367128066,0
367128064,367128065,0
367128065,367128094,0
367128065,367128094,1
367128066,367128093,0
367128066,1262347968,1
367128093,595748317,1
367128094,367128095,0
367128100,367128191,0
367128175,632503946,0
367128175,367128191,0
367128175,367128191,1
369547022,8892226319,0
369547022,595748564,0
369547022,595748564,1
369547030,8892348812,0
369547030,8892348812,0
369547030,8891331165,0
369547030,8892226319,1
369548024,369560243,0
369548024,369560243,0
369548024,595748567,1
369548024,8891081698,0
369550962,8891331382,0
369550962,8891331382,1
369550962,8891358123,0
369550962,8892226337,0
369551878,4101043565,0
369551878,595748562,0
369552022,369552023,1
369552022,369552023,0
369552023,369552025,0
369552023,617477414,0
369552023,617477414,0
369552023,617477413,0
369552025,621015646,1
369552028,369552074,0
369552071,369552074,1
369552373,8893268380,1
369552373,369564363,0
369552373,8891037245,0
369552373,8891037245,0
369553463,4031745296,1
369553463,4031745325,0
369553463,8892349158,1
369553463,8892349158,0
369554210,10916525872,0
369554210,8892349160,0
369554210,8892349160,0
369554210,8893268396,0
369557152,4541060053,0
369557369,597658344,0
369557369,369558855,0
369557369,4502304226,0
369557528,369557738,1
369557528,923862433,1
369557528,923862433,0
369557619,4541060053,0
369557619,369557738,0
369558048,369558134,0
369558048,4667250395,0
369558048,4667249876,1
369558103,4502304226,1
369558103,3821895035,0
369558103,4502149345,0
369558134,4502149345,0
369558134,4502149345,1
369558134,4667250394,0
369558134,4667250394,0
369558847,4667249872,1
369558847,4667249872,1
369558847,595748223,1
369558855,4502211574,0
369560243,8892348812,0
369560243,8891037257,0
369564363,4031745323,0
369564363,4031745323,1
369564363,8892969686,0
387222120,387222364,0
387222120,387222364,0
387222120,923866353,1
387222336,387222370,0
387222336,387222370,1
387222336,387222337,0
387222336,387222337,1
387222337,387222364,1
387222370,387222391,0
387222370,387222394,0
387222391,387222395,1
387222394,387222395,0
387222394,387222395,0
475960286,8872102926,0
534467523,10913998588,0
534467535,534467574,1
534467535,596643800,0
534467535,596643787,1
534467535,534467539,1
534467539,536273934,0
534467539,534467575,0
534467539,8872102980,1
534467545,1263759168,1
534467545,534467577,0
534467545,596568927,1
534467548,534467579,0
534467548,1764593456,1
534467555,1764593456,1
534467555,1764593456,0
534467555,3749532520,0
534467574,596643845,1
534467574,534467575,0
534467574,596643803,1
534467575,596643807,0
534467575,536273929,1
534467577,534467578,0
534467577,596568977,1
534467577,596568928,0
534467578,534467579,1
534467578,596568875,0
534467579,658951882,0
534467579,596568893,0
534467623,596568927,1
534467623,1263759168,0
534467623,1263759168,1
534467623,1263687729,0
536273507,536273941,0
536273507,8872102980,0
536273507,1314049520,0
536273507,8872102981,0
536273539,596569710,1
536273539,596569710,0
536273539,596569713,0
536273539,596569679,0
536273564,596516938,0
536273564,4667203446,1
536273564,595756361,0
536273564,596516947,0
536273571,595752785,1
536273571,595756439,1
536273571,595752786,0
536273571,595752786,1
536273579,595756701,0
536273579,595756677,1
536273579,5305594178,0
536273579,595756694,0
536273921,596569679,1
536273921,1764593452,0
536273921,2302017708,0
536273921,596569710,0
536273929,536273934,0
536273929,596643810,0
536273929,658951787,0
536273934,536273938,1
536273934,1263687704,0
536273938,1263687729,0
536273938,1263687729,0
536273938,536273941,1
536273941,1314049541,0
574783919,596571796,0
574783919,574783981,0
574783919,596571812,0
574783919,595756639,1
574783981,596571824,0
574783981,596571824,1
574783981,595756646,0
574794173,595756464,0
574794173,595756470,0
574794173,574794176,0
574794173,5413953143,0
574794176,595756470,1
574794176,595756470,1
574794176,595756454,1
595748223,653993004,0
595748223,653993004,0
595748223,10916525872,1
595748228,595748231,0
595748228,595748231,0
595748228,595748293,0
595748228,653993004,0
595748231,595748231,0
595748266,595748269,0
595748266,595748269,0
595748266,4502327944,1
595748266,4502327944,0
595748272,595748273,1
595748272,595748273,0
595748273,595748274,0
595748273,4502314655,1
595748273,4502314655,1
595748274,4502314654,0
595748274,4502314654,0
595748276,653993004,0
595748276,653993004,0
595748276,595748281,0
595748281,595748293,0
595748281,595748282,1
595748282,4667249873,1
595748282,4667249873,1
595748292,595748295,0
595748292,595748295,1
595748293,595748296,0
595748293,595748296,0
595748295,595748311,1
595748295,595748296,0
595748296,595748304,0
595748300,595748303,0
595748300,595748303,1
595748302,595748303,1
595748302,4667249888,0
595748302,4667250390,1
595748302,4667250390,0
595748303,4667250391,1
595748303,4667250389,0
595748303,4667250389,0
595748304,595748307,0
595748304,656415498,1
595748304,656415498,1
595748307,632183303,0
595748307,595748311,0
595748307,595748311,0
595748311,595748312,0
595748312,595748314,0
595748312,632183303,0
595748316,2578909089,0
595748316,634751743,0
595748316,595748317,1
595748317,1262347968,1
595748317,1262347968,0
595748323,634751743,1
595748323,634751743,0
595748348,5407310535,0
595748348,5305594197,1
595748348,5407303238,0
595748353,595748388,1
595748353,595748454,1
595748353,595748386,0
595748353,595748386,0
595748363,595748411,1
595748363,595748411,0
595748363,595748363,1
595748365,621038884,0
595748365,621038884,0
595748365,2629837506,1
595748365,595748411,0
595748376,595748385,1
595748376,595748419,0
595748376,595748419,0
595748376,5305594197,0
595748385,595748386,1
595748385,595748388,1
595748385,595748425,0
595748386,5407310536,0
595748388,595748391,1
595748388,595748391,1
595748388,595748454,0
595748388,595748454,0
595748409,595748462,0
595748409,595748411,1
595748409,595748474,0
595748409,2629837506,1
595748411,2629837506,0
595748411,2629837506,0
595748419,595748425,1
595748419,595748482,0
595748425,595748474,0
595748425,595748482,0
595748454,595748516,1
595748462,595748521,0
595748462,595748529,0
595748462,595748529,0
595748474,595748484,1
595748474,595748484,0
595748482,8892360938,1
595748482,8892360938,0
595748498,8891319110,0
595748498,8891319110,0
595748514,621015579,0
595748514,621015579,1
595748516,595748527,0
595748516,595748521,0
595748521,595748529,0
595748521,595748525,0
595748525,595748532,1
595748525,595748527,1
595748525,595748527,0
595748529,2579044182,0
595748529,2579044182,0
595748529,595748532,0
595748546,1260924563,0
595748546,1260924563,0
595748546,2579937060,0
595748562,8891358329,0
595748564,595748567,1
595748564,595748567,0
595748567,621015579,0
595748576,595748577,0
595748576,617477418,0
595748576,617477418,1
595752785,595756442,0
595752785,595756411,0
595752785,595756438,1
595752786,595756411,0
595752786,595756429,0
595752786,4667203446,0
595752786,4667203446,0
595752792,596571872,0
595752792,596571861,0
595752792,596571861,0
595752798,595752998,1
595752798,595752998,0
595752798,634755116,0
595752798,595752933,0
595752799,634755116,1
595752799,596571897,1
595752804,595752804,0
595752804,595752804,0
595752804,595752812,0
595752804,595752812,1
595752818,3231330760,0
595752818,3231330760,1
595752818,596515848,0
595752818,595752835,1
595752835,595752850,0
595752835,595752850,1
595752835,595752839,0
595752839,595752850,0
595752839,595752843,0
595752839,595752843,0
595752843,595752853,1
595752843,595752845,1
595752845,595752859,1
595752845,595752868,0
595752845,595752868,0
595752850,595752853,1
595752850,4667203448,0
595752850,4667203448,0
595752853,595752859,0
595752853,595752859,0
595752859,595752893,1
595752868,595752874,0
595752868,643967471,1
595752874,595752893,0
595752874,643967471,1
595752874,643967471,1
595752891,595752898,0
595752891,595752898,0
595752891,595752892,0
595752891,595752893,0
595752892,1262845472,0
595752892,1262845472,0
595752892,595752896,1
595752893,5407194695,0
595752896,595752898,0
595752898,643967471,0
595752899,1262845472,0
595752899,1262845472,0
595752915,595752916,1
595752915,595752916,0
595752915,5305594180,0
595752916,595752924,0
595752916,1262348387,0
595752922,595752923,0
595752922,595752923,0
595752923,595752924,0
595752924,1262348385,0
595752924,1262348385,0
595752928,1262348395,1
595752928,1262348395,0
595752928,595752932,0
595752928,1262348385,1
595752932,595752933,0
595752932,595753006,1
595752933,595753007,1
595752947,595752961,0
595752947,595752951,0
595752947,595752951,0
595752947,3749337808,0
595752951,595752956,0
595752951,5305594183,1
595752956,595752961,0
595752956,595753037,0
595752956,595753037,0
595752961,595752969,1
595752961,595753053,1
595752969,595752977,0
595752969,595752977,0
595752969,595752977,0
595752977,2578909074,1
595752981,2578909079,0
595752981,2629865734,1
595752981,1262347972,0
595752981,1262347972,0
595752998,2579044098,1
595753006,595753007,1
595753006,595753037,0
595753006,595753058,0
595753007,595753013,1
595753013,5305594176,0
595753013,5305594176,0
595753024,595753026,0
595753024,595753026,1
595753026,595753027,0
595753026,2579044098,0
595753027,5305594176,0
595753027,595753160,0
595753027,595753160,0
595753029,595753069,0
595753029,595753053,0
595753029,595753089,0
595753029,595753089,0
595753037,595753053,0
595753053,595753058,0
595753058,595753133,0
595753065,595753069,0
595753065,595753069,0
595753065,595753080,0
595753065,595753080,0
595753065,2578909074,0
595753065,2578909074,0
595753069,595753089,1
595753080,595753184,0
595753080,595753110,0
595753089,595753110,0
595753104,595753110,1
595753104,2578909124,1
595753104,2578909124,1
595753104,595753226,1
595753110,595753133,1
595753125,595753125,0
595753125,595753125,0
595753133,2626154086,1
595753150,595753155,0
595753150,595753168,0
595753150,595753168,1
595753150,1262347973,0
595753155,595753160,0
595753155,2579030789,0
595753155,2579030789,1
595753168,595753168,0
595753168,595753168,1
595753177,2578909079,1
595753177,2578909079,0
595753177,2578909138,0
595753177,595753184,0
595753184,595753189,1
595753184,595753231,0
595753189,2578909147,0
595753189,2578909138,1
595753189,2578909138,0
595753226,2578909124,0
595753226,595753231,0
595753226,595753231,0
595753231,2578909147,0
595756360,2629865773,1
595756360,596516704,0
595756360,596516937,0
595756360,1262898543,0
595756361,596516861,0
595756361,595756432,0
595756361,596516876,0
595756362,596516876,0
595756362,596516876,1
595756362,596515835,0
595756362,3231442152,0
595756378,595756381,1
595756378,3231442152,0
595756378,595756432,1
595756378,595756432,0
595756381,595756445,0
595756381,595756445,0
595756381,595756429,1
595756384,5305594196,1
595756384,5305594196,1
595756384,595756384,0
595756384,595756384,0
595756395,595756398,0
595756395,5305594196,1
595756395,595756421,0
595756395,595756421,0
595756398,595756454,0
595756398,595756454,1
595756398,595756454,1
595756411,4667203447,1
595756411,4667203447,0
595756413,595756420,0
595756413,595756420,1
595756413,595756442,1
595756413,595756421,0
595756420,595756421,0
595756420,595756484,0
595756429,595756445,0
595756429,595756432,0
595756437,595756438,0
595756437,595756561,1
595756437,595756439,0
595756437,595756439,0
595756438,595756527,0
595756438,595756558,0
595756439,595756445,0
595756442,595756527,0
595756442,595756484,0
595756451,595756668,0
595756451,595756561,1
595756451,595756661,0
595756451,595756661,1
595756464,5413953144,1
595756464,596571494,0
595756464,596571494,0
595756470,596571503,1
595756481,595756484,0
595756481,595756484,1
595756481,595756537,0
595756481,595756530,0
595756494,595756546,0
595756494,595756546,1
595756494,595756498,0
595756494,595756525,0
595756498,595756525,0
595756498,595756525,0
595756498,595756524,0
595756500,595756506,0
595756500,595756506,1
595756506,595756507,0
595756506,2626154087,1
595756506,596571503,1
595756506,596571503,0
595756507,596571502,1
595756507,596571502,0
595756507,596571594,0
595756516,595756569,1
595756516,595756608,1
595756516,595756517,0
595756516,595756593,1
595756517,3749486154,0
595756517,595756524,0
595756517,595756592,0
595756524,595756525,0
595756524,595756549,1
595756527,595756530,0
595756527,595756557,0
595756530,595756537,0
595756530,595756537,1
595756537,595756546,0
595756546,595756549,1
595756549,3749486154,0
595756549,3749486154,0
595756552,595756688,0
595756552,595756685,0
595756552,595756561,1
595756552,595756561,0
595756555,595756577,0
595756555,595756558,0
595756555,595756689,0
595756555,595756689,0
595756557,595756569,0
595756557,595756558,0
595756557,595756558,0
595756558,595756561,0
595756558,595756561,1
595756569,595756577,0
595756569,3749486154,0
595756574,595756603,0
595756574,595756582,0
595756574,595756576,1
595756574,595756696,0
595756576,595756610,0
595756576,595756577,0
595756576,595756689,1
595756577,595756608,0
595756582,595756623,0
595756582,595756704,0
595756582,595756697,1
595756592,595756593,0
595756592,2626154087,0
595756592,2626154087,1
595756593,596571658,1
595756593,595756595,1
595756595,595756596,0
595756595,595756597,0
595756595,595756608,1
595756596,596571658,0
595756596,596571659,0
595756596,595756598,1
595756597,595756598,0
595756597,595756614,0
595756597,595756610,0
595756598,596571740,0
595756598,595756615,0
595756603,595756610,0
595756603,595756614,0
595756603,595756623,1
595756608,595756610,0
595756614,595756615,0
595756614,595756616,0
595756615,596571751,0
595756615,595756636,0
595756616,595756636,0
595756616,595756623,0
595756616,595756637,1
595756623,595756624,0
595756624,595756634,0
595756624,595756637,0
595756624,595756704,0
595756632,595756734,1
595756632,595756647,1
595756632,595756724,0
595756632,595756634,1
595756634,595756645,1
595756634,595756709,1
595756636,596571796,0
595756636,595756639,0
595756637,595756639,0
595756637,595756645,0
595756639,595756646,1
595756645,595756646,0
595756645,595756647,0
595756646,595756649,1
595756647,595756649,0
595756647,595756652,1
595756649,596571824,0
595756649,595756654,0
595756652,595756654,0
595756652,595756734,0
595756654,596571897,0
595756655,595756668,0
595756655,595756668,1
595756661,595756670,0
595756661,595756670,1
595756661,595756664,1
595756661,595756668,0
595756664,595756692,0
595756664,595756692,0
595756664,1262845469,0
595756677,5407194695,0
595756677,5407194691,0
595756677,1262845469,0
595756684,595756685,0
595756684,595756685,0
595756685,595756688,1
595756685,595756688,1
595756685,595756692,0
595756688,595756694,0
595756689,595756696,1
595756692,595756694,0
595756694,595756696,0
595756696,595756697,0
595756697,595756701,0
595756697,595756701,0
595756701,595756704,0
595756701,5305594179,1
595756701,5305594179,0
595756704,595756709,1
595756709,595756724,1
595756709,595756724,0
595756715,595756716,0
595756715,595756716,1
595756716,5407194691,0
595756716,4540923503,1
595756716,4540923503,0
595756716,5305594178,0
595756719,5305594181,0
595756719,5305594181,1
595756724,595756731,1
595756724,595756731,0
595756724,643971590,0
595756731,595756734,0
595756731,643971587,1
596515138,596515139,0
596515138,6719087130,1
596515138,596515141,1
596515138,596515255,0
596515139,596569937,0
596515139,2089472379,0
596515141,596515288,0
596515141,596515316,0
596515165,596515309,0
596515165,596515422,0
596515165,596515422,0
596515165,596515424,0
596515186,596515187,0
596515186,596515187,0
596515186,596515231,0
596515186,596570597,0
596515186,596515200,0
596515186,596515200,0
596515187,596515194,0
596515187,596570606,0
596515194,596515255,1
596515194,596515200,0
596515194,596570094,0
596515200,596515203,1
596515200,596515288,0
596515200,596515288,1
596515203,596515279,0
596515203,596515233,1
596515203,596515336,0
596515231,596515233,0
596515231,596515233,0
596515231,596515233,1
596515231,596515852,0
596515231,596515852,1
596515255,596515288,0
596515255,596570044,1
596515265,596515279,0
596515265,596515279,0
596515265,596515341,1
596515265,596515333,0
596515279,596515336,1
596515309,596515321,1
596515309,596515321,0
596515309,596515549,0
596515309,596515324,0
596515309,596515324,0
596515316,596515333,0
596515316,596515333,0
596515316,596515568,0
596515321,596515321,0
596515321,596515321,0
596515324,596515572,0
596515333,596515386,1
596515336,596515341,1
596515336,596515865,1
596515341,596515356,0
596515341,596515356,0
596515356,596515908,1
596515356,596515366,0
596515366,596515384,1
596515366,596515384,0
596515366,596515404,0
596515383,596515384,0
596515383,596515384,0
596515383,596515386,0
596515383,596515386,1
596515386,596515403,1
596515403,596515607,1
596515403,596515404,1
596515403,596515568,0
596515404,596515955,0
596515404,596515912,0
596515415,596515483,0
596515415,596515483,0
596515422,596515424,0
596515422,4666805370,0
596515424,596515445,0
596515424,596515445,0
596515439,596515535,0
596515439,596515445,1
596515439,596515439,0
596515439,596515439,0
596515445,596515474,0
596515453,596515455,1
596515453,596515455,1
596515453,596515465,1
596515453,596515465,0
596515453,596515456,0
596515453,596515456,1
596515455,596515455,1
596515455,596515455,0
596515465,596515474,0
596515465,596515474,0
596515465,596515471,0
596515465,596515471,1
596515471,596515589,0
596515471,596515702,1
596515474,596515589,0
596515482,596515483,0
596515482,596515483,1
596515482,596515482,1
596515482,596515482,0
596515483,596515488,0
596515483,596644428,0
596515488,596644178,1
596515488,596644178,0
596515488,598413470,1
596515535,596515550,0
596515535,596515550,0
596515535,596515589,0
596515549,596515550,0
596515549,596515559,0
596515549,596515559,0
596515550,596515559,1
596515559,596515567,0
596515559,596515567,0
596515559,596515572,1
596515567,596515578,1
596515567,596515620,1
596515568,596515572,0
596515568,596515610,0
596515572,596515694,0
596515578,596515593,1
596515578,596515593,0
596515578,596515589,1
596515593,596515600,0
596515593,596515604,1
596515600,596515721,0
596515600,596515677,0
596515600,596515677,0
596515604,596515677,1
596515604,596515620,0
596515604,596515620,0
596515607,596515955,0
596515607,596515650,0
596515607,596515650,1
596515610,596515650,1
596515610,596515650,1
596515610,596515684,0
596515620,596515659,0
596515626,596516077,1
596515626,596515684,0
596515626,596515968,1
596515626,596516126,0
596515650,596515958,0
596515650,596516077,0
596515659,596515675,0
596515659,596516260,1
596515659,596515694,0
596515673,596515675,0
596515673,596515712,1
596515673,596515712,0
596515673,596515748,1
596515675,596515721,1
596515675,596515677,1
596515684,596515694,0
596515684,596516290,1
596515694,596516270,0
596515697,596515721,1
596515697,596515710,1
596515697,596515702,0
596515697,596515702,0
596515702,596515729,0
596515710,596515774,0
596515710,596515729,0
596515710,596515729,0
596515712,596515748,0
596515712,596515721,0
596515729,596515774,0
596515746,596516260,0
596515746,596515779,0
596515746,596515748,1
596515746,596515748,0
596515756,596515779,0
596515756,596516239,1
596515756,596516306,0
596515756,596516306,1
596515774,596515779,0
596515774,596515779,0
596515797,596515801,0
596515797,596515799,1
596515797,596516741,0
596515797,596516741,0
596515799,596516300,1
596515799,596516300,0
596515799,596516300,0
596515801,596516294,0
596515801,596516734,0
596515801,596516734,0
596515835,596516898,1
596515835,596515848,0
596515835,596515848,1
596515843,596516898,0
596515843,596516847,0
596515852,596515874,1
596515852,596515892,0
596515865,596515874,0
596515865,596515874,1
596515865,596515908,0
596515874,596515892,1
596515886,596515890,0
596515886,596515908,0
596515886,596515908,0
596515886,596515927,0
596515890,596515892,0
596515890,596515892,0
596515890,596515893,1
596515893,596570652,1
596515893,596515895,0
596515893,596570597,1
596515894,596570655,1
596515894,596516031,1
596515894,596515933,0
596515894,596515895,1
596515895,596570649,0
596515895,596515927,0
596515908,596515914,0
596515908,596515914,0
596515912,596515939,0
596515912,596515914,0
596515912,596515933,0
596515914,596515927,0
596515927,596515933,0
596515933,596515942,1
596515939,596515942,1
596515939,596515955,0
596515939,596516006,1
596515942,596516028,0
596515942,596516028,0
596515942,596516010,0
596515942,596516010,0
596515955,596515958,1
596515958,596515997,1
596515958,596515968,0
596515968,596516077,0
596515968,596516077,1
596515997,596516029,0
596515997,596516034,0
596515997,596516034,0
596515997,596516006,0
596515997,596516006,0
596516006,596516008,0
596516008,596516029,1
596516008,596516029,0
596516008,596516028,0
596516028,596516031,0
596516029,596516069,0
596516031,596570646,1
596516031,596516032,1
596516032,596570738,0
596516032,596516069,1
596516032,596516484,0
596516034,596516069,0
596516034,596516155,1
596516057,596516492,1
596516057,596516492,0
596516057,596516073,0
596516057,596516164,1
596516069,596516073,0
596516073,596516155,1
596516073,596516155,1
596516086,596516188,1
596516086,596516189,1
596516086,596516126,0
596516086,596516126,0
596516111,596516128,1
596516111,596516128,0
596516111,596516286,0
596516111,596516126,0
596516128,596516188,1
596516128,596516286,0
596516138,596516164,0
596516138,596516164,0
596516138,596516200,0
596516138,596516492,0
596516155,596516164,1
596516188,596516189,0
596516188,596516189,0
596516189,596516200,1
596516189,596516200,0
596516189,596516225,0
596516198,596516200,0
596516198,596516200,0
596516198,596516505,0
596516198,596516466,1
596516200,596516468,1
596516225,596516380,1
596516225,596516380,0
596516225,596516273,0
596516239,596516250,0
596516239,596516250,0
596516239,596516344,1
596516250,596516260,1
596516250,596516260,1
596516250,596516344,0
596516250,596516270,0
596516270,596516290,1
596516270,596516424,0
596516273,596516360,1
596516273,596516360,0
596516273,596516286,0
596516286,596516290,0
596516290,596516440,0
596516294,596516336,0
596516294,596516751,0
596516294,596516306,0
596516300,596516306,0
596516336,596516403,0
596516336,596516344,0
596516336,596516344,1
596516358,596516389,0
596516358,596516436,1
596516358,596516436,1
596516358,596516360,0
596516360,596516380,0
596516373,596516591,0
596516373,596516591,0
596516373,596516389,0
596516373,596516436,0
596516373,596516556,1
596516373,596516556,0
596516380,596516389,0
596516389,596516514,0
596516401,596516794,0
596516401,596516424,0
596516401,596516753,1
596516401,596516403,0
596516403,596516751,0
596516403,596516751,0
596516424,596516440,0
596516424,596516799,1
596516429,596516591,0
596516429,596516438,1
596516429,596516436,0
596516429,596516440,0
596516438,596516613,0
596516438,596516657,0
596516438,596516657,1
596516440,596516797,1
596516466,596516471,0
596516466,596516503,0
596516466,596516503,0
596516468,596516492,0
596516468,596516484,1
596516468,596516471,0
596516471,596516531,0
596516471,596516531,0
596516484,596571054,0
596516484,596516582,0
596516503,596516555,1
596516503,596516505,0
596516505,596516514,1
596516505,596516514,0
596516514,596516555,0
596516531,596516555,1
596516531,596516565,0
596516555,596516556,0
596516556,596516565,0
596516565,596516581,0
596516565,596516582,1
596516581,1262898534,1
596516581,1262898534,0
596516581,1262898537,1
596516581,1262898537,0
596516581,596516584,0
596516582,596571126,1
596516582,596516584,1
596516584,596571120,0
596516584,596516687,0
596516591,1262898534,1
596516602,1262898525,0
596516602,596516613,0
596516602,596516633,0
596516602,596516633,1
596516613,596516640,0
596516613,596516640,0
596516633,1262898516,1
596516633,596516640,0
596516640,596516657,0
596516657,596516659,0
596516659,596516669,1
596516659,596516797,1
596516659,596516704,0
596516669,1262898516,0
596516669,596516704,0
596516669,596516683,0
596516673,596516683,1
596516673,596516683,0
596516673,596516704,1
596516673,596516970,1
596516683,596516687,0
596516687,656417757,0
596516687,596516970,0
596516734,596516751,1
596516734,596516741,0
596516741,596516753,1
596516742,596516822,0
596516742,596516753,0
596516742,596516753,0
596516742,596516794,0
596516775,596516822,1
596516775,596516822,0
596516775,596516775,1
596516775,596516775,0
596516792,596516794,0
596516792,596516794,1
596516792,596516799,0
596516792,596516812,0
596516797,596516799,0
596516797,596516937,0
596516799,596516947,0
596516812,596516857,0
596516812,596516857,0
596516812,596516857,0
596516822,596516830,0
596516830,596516837,0
596516830,596516857,1
596516830,596516844,0
596516836,596516837,0
596516836,596516837,0
596516836,596516837,0
596516836,596516917,0
596516844,596516847,0
596516844,596516847,0
596516844,596516879,0
596516847,596516917,1
596516861,596516879,1
596516861,596516879,1
596516861,596516947,1
596516876,596516879,0
596516937,596516947,0
596516937,596516938,0
596516938,2629865773,0
596516938,4667203447,1
596516967,1262898510,0
596516967,596516969,0
596516967,596516970,1
596516967,596571406,0
596516969,596571410,0
596516969,5413953143,0
596516969,2629865789,0
596516970,656417708,1
596568875,596568977,0
596568875,596569265,1
596568875,596569265,1
596568879,596568901,0
596568879,596568901,0
596568879,596569300,0
596568879,596568884,0
596568884,596568901,0
596568884,596568893,0
596568884,658951882,0
596568893,596569270,1
596568893,596569270,0
596568901,596568913,0
596568912,596569398,0
596568912,596568918,0
596568912,596568913,0
596568912,596568913,0
596568913,596569300,0
596568918,596569413,0
596568927,596568928,0
596568927,1263687704,1
596568928,596644007,1
596568928,658951787,1
596568960,596568977,0
596568960,596568977,0
596568960,596569046,0
596568960,596569015,1
596568977,596568983,0
596568977,596568983,0
596568983,596569274,0
596568983,596569065,1
596569015,596569021,1
596569015,596569021,1
596569015,596569021,0
596569021,596569046,0
596569046,596569052,1
596569046,596644026,0
596569052,596569059,0
596569052,596569197,0
596569052,596569257,1
596569059,596569307,1
596569059,596569083,1
596569059,596569083,0
596569065,596569272,0
596569065,596569272,0
596569065,596569083,1
596569083,596569272,0
596569109,596569197,1
596569109,596569197,0
596569109,596569197,0
596569109,596569120,0
596569120,596644026,1
596569120,596643850,0
596569120,596569733,0
596569178,596569255,0
596569178,596569255,1
596569217,596569220,1
596569217,596569220,1
596569217,596569220,0
596569217,596569243,0
596569220,596569255,1
596569243,596569250,1
596569243,596569250,0
596569243,596569733,1
596569250,596569257,0
596569250,596569255,0
596569257,596569501,0
596569257,596569527,0
596569265,596569270,0
596569265,596569274,0
596569265,596569382,0
596569265,596569382,1
596569270,596569304,0
596569272,596569274,0
596569274,596569317,0
596569284,596569437,0
596569284,596569437,0
596569284,596569300,1
596569284,596569300,0
596569284,596569304,0
596569284,596569398,0
596569304,596569382,1
596569304,596569434,1
596569307,596569317,1
596569307,596569317,1
596569307,596569317,0
596569355,596569540,0
596569355,596569540,0
596569355,596569355,0
596569355,596569355,1
596569382,596569441,1
596569398,596569410,0
596569398,596569413,0
596569410,596570166,0
596569410,596569413,0
596569410,596569413,0
596569434,596569441,1
596569434,596570166,1
596569434,596569558,0
596569437,596569437,1
596569437,596569437,0
596569441,596569573,1
596569441,596569540,1
596569476,596569485,0
596569476,596569485,1
596569476,596569476,0
596569485,596569491,1
596569485,596569501,0
596569488,596569491,0
596569488,596569491,0
596569488,596569488,0
596569491,596569520,1
596569501,596569520,1
596569501,596569520,0
596569520,596569540,0
596569522,596569577,0
596569522,596569738,1
596569522,596569947,0
596569522,596569527,1
596569527,596569545,1
596569527,596569730,0
596569529,596569635,1
596569529,596569631,1
596569529,596569631,0
596569529,596569947,1
596569545,596569577,0
596569545,596569577,0
596569545,596569570,0
596569558,596569573,0
596569558,596570206,1
596569558,596569616,0
596569566,596569577,1
596569566,596569623,0
596569566,596569570,0
596569566,596569570,0
596569570,596569573,0
596569573,596569623,1
596569587,596570291,0
596569587,596570262,0
596569587,596569595,0
596569587,596569595,1
596569590,596570273,0
596569590,596570273,0
596569595,596569619,0
596569595,596569616,0
596569595,596570349,0
596569595,596570349,0
596569616,596569623,0
596569616,596570192,0
596569619,596570365,0
596569619,596569631,0
596569619,596569623,1
596569631,596569656,0
596569635,596569640,1
596569635,596569640,0
596569635,596569983,0
596569640,596570118,1
596569640,596570138,1
596569656,596569659,1
596569656,596569659,1
596569656,596569659,0
596569659,596570365,0
596569679,5270337303,0
596569679,2626154125,1
596569701,596643976,0
596569701,596569798,0
596569701,596643940,1
596569701,596643940,0
596569703,596569798,1
596569703,596569798,0
596569703,596569835,0
596569703,596569713,0
596569710,596569735,0
596569710,596569716,0
596569710,596569716,0
596569713,596569716,1
596569713,596569775,0
596569716,596569772,0
596569718,596569733,1
596569718,596569733,0
596569718,596569730,0
596569718,596569735,0
596569730,596569738,0
596569730,596569738,0
596569733,1764593452,1
596569733,1764593452,1
596569735,1764593452,1
596569735,596569766,0
